Start,Target,Distance
Bangkok,Bordeaux,9735
Bangkok,Bremen,8927
Bangkok,Brisbane,5740
Bangkok,Bristol,9386
Bangkok,Brussels,9279
Bangkok,Bucharest,7668
Bangkok,Budapest,8223
Bangkok,Buenos Aires,4819
Bangkok,Cairo,7267
Bangkok,Calcutta,1612
Bangkok,Canton,1768
Bangkok,Cape Town,8461
Bangkok,Caracas,3616
Bangkok,Cayenne,5368
Bangkok,Chihuahua,1778
Bangkok,Chongqing,1885
Bangkok,Copenhagen,8652
Bangkok,Crdoba,4189
Bangkok,Dakar,8904
Bangkok,Darwin,3275
Bangkok,Djibouti,6182
Bangkok,Dublin,9086
Bangkok,Durban,7335
Bangkok,Edinburgh,9222
Bangkok,Frankfurt,8985
Bangkok,Georgetown,4675
Bangkok,Glasgow,9159
Bangkok,Guatemala City,1083
Bangkok,Guayaquil,2606
Bangkok,Hamburg,8818
Bangkok,Hammerfest,8113
Bangkok,Havana,2221
Bangkok,Helsinki,7900
Bangkok,Hobart,5523
Bangkok,Hong Kong,1754
Bangkok,Iquique,3231
Bangkok,Irkutsk,4333
Bangkok,Jakarta,1055
Bangkok,Johannesburg,7567
Bangkok,Kingston,2590
Bangkok,Kinshasa,9373
Bangkok,Kuala Lumpur,1080
Bangkok,La Paz,3458
Bangkok,Leeds,9393
Bangkok,Lima,2509
Bangkok,Lisbon,9117
Bangkok,Liverpool,9289
Bangkok,London,9509
Bangkok,Lyons,9389
Bangkok,Madrid,9616
Bangkok,Manchester,9343
Bangkok,Manila,2189
Bangkok,Marseilles,9393
Bangkok,Mazatln,1244
Bangkok,Mecca,6479
Bangkok,Melbourne,5119
Bangkok,Mexico City,649
Bangkok,Milan,9042
Bangkok,Montevideo,5011
Bangkok,Moscow,7087
Bangkok,Munich,8810
Bangkok,Nagasaki,3646
Bangkok,Nagoya,4382
Bangkok,Nairobi,7139
Bangkok,Nanjing (Nanking),2797
Bangkok,Naples,8720
Bangkok,New Delhi,2913
Bangkok,Newcastle-on-Tyne,9356
Bangkok,Odessa,7385
Bangkok,Osaka,4213
Bangkok,Oslo,8714
Bangkok,Panama City,2351
Bangkok,Paramaribo,5023
Bangkok,Paris,9476
Bangkok,Perth,2543
Bangkok,Plymouth,9266
Bangkok,Port Moresby,5192
Bangkok,Prague,8579
Bangkok,Rangoon,572
Bangkok,Reykjavk,8119
Bangkok,Rio de Janeiro,6096
Bangkok,Rome,8859
Bangkok,Salvador,6702
Bangkok,Santiago,3737
Bangkok,St. Petersburg,7605
Bangkok,So Paulo,5769
Bangkok,Shanghai,2906
Bangkok,Singapore,1414
Bangkok,Sofia,7951
Bangkok,Stockholm,8271
Bangkok,Sydney,5576
Bangkok,Tananarive,5671
Bangkok,Teheran,5446
Bangkok,Tokyo,4609
Bangkok,Tripoli,8948
Bangkok,Venice,8803
Bangkok,Veracruz,771
Bangkok,Vienna,8463
Bangkok,Vladivostok,4476
Bangkok,Warsaw,8103
Bangkok,Wellington,7710
Bangkok,Zrich,9062
Barcelona,Aberdeen,1853
Barcelona,Adelaide,10439
Barcelona,Algiers,526
Barcelona,Amsterdam,1228
Barcelona,Ankara,2505
Barcelona,Asuncin,5283
Barcelona,Athens,1805
Barcelona,Auckland,11326
Barcelona,Bangkok,9630
Barcelona,Barcelona,0
Barcelona,Beijing,8790
Barcelona,Belm,6352
Barcelona,Belfast,1474
Barcelona,Belgrade,1462
Barcelona,Berlin,1458
Barcelona,Birmingham,1229
Barcelona,Bogot,8128
Barcelona,Bombay,6943
Barcelona,Bordeaux,420
Barcelona,Bremen,1426
Barcelona,Brisbane,11827
Barcelona,Bristol,1118
Barcelona,Brussels,1037
Barcelona,Bucharest,1965
Barcelona,Budapest,1480
Barcelona,Buenos Aires,4838
Barcelona,Cairo,2817
Barcelona,Calcutta,8019
Barcelona,Canton,9838
Barcelona,Cape Town,1596
Barcelona,Caracas,7115
Barcelona,Cayenne,6367
Barcelona,Chihuahua,8999
Barcelona,Chongqing,8906
Barcelona,Copenhagen,1719
Barcelona,Crdoba,5483
Barcelona,Dakar,3290
Barcelona,Darwin,12004
Barcelona,Djibouti,5149
Barcelona,Dublin,1353
Barcelona,Durban,2805
Barcelona,Edinburgh,1592
Barcelona,Frankfurt,1135
Barcelona,Georgetown,6671
Barcelona,Glasgow,1589
Barcelona,Guatemala City,8747
Barcelona,Guayaquil,8740
Barcelona,Hamburg,1451
Barcelona,Hammerfest,3444
Barcelona,Havana,7431
Barcelona,Helsinki,2586
Barcelona,Hobart,10037
Barcelona,Hong Kong,10025
Barcelona,Iquique,6720
Barcelona,Irkutsk,7166
Barcelona,Jakarta,10676
Barcelona,Johannesburg,2878
Barcelona,Kingston,7373
Barcelona,Kinshasa,4297
Barcelona,Kuala Lumpur,10437
Barcelona,La Paz,6773
Barcelona,Leeds,1364
Barcelona,Lima,7823
Barcelona,Lisbon,673
Barcelona,Liverpool,1336
Barcelona,London,1136
Barcelona,Lyons,486
Barcelona,Madrid,116
Barcelona,Manchester,1343
Barcelona,Manila,11128
Barcelona,Marseilles,289
Barcelona,Mazatln,9375
Barcelona,Mecca,4075
Barcelona,Melbourne,10436
Barcelona,Mexico City,9155
Barcelona,Milan,673
Barcelona,Montevideo,4655
Barcelona,Moscow,2952
Barcelona,Munich,1070
Barcelona,Nagasaki,10166
Barcelona,Nagoya,10243
Barcelona,Nairobi,5580
Barcelona,Nanjing (Nanking),9515
Barcelona,Naples,948
Barcelona,New Delhi,6723
Barcelona,Newcastle-on-Tyne,1488
Barcelona,Odessa,2272
Barcelona,Osaka,10308
Barcelona,Oslo,2104
Barcelona,Panama City,8246
Barcelona,Paramaribo,6516
Barcelona,Paris,808
Barcelona,Perth,9378
Barcelona,Plymouth,1010
Barcelona,Port Moresby,13353
Barcelona,Prague,1351
Barcelona,Rangoon,9059
Barcelona,Reykjavk,2840
Barcelona,Rio de Janeiro,4274
Barcelona,Rome,782
Barcelona,Salvador,4681
Barcelona,Santiago,5893
Barcelona,St. Petersburg,2771
Barcelona,So Paulo,4482
Barcelona,Shanghai,9788
Barcelona,Singapore,10811
Barcelona,Sofia,1683
Barcelona,Stockholm,2263
Barcelona,Sydney,11036
Barcelona,Tananarive,4900
Barcelona,Teheran,4227
Barcelona,Tokyo,10410
Barcelona,Tripoli,1322
Barcelona,Venice,875
Barcelona,Veracruz,8880
Barcelona,Vienna,1299
Barcelona,Vladivostok,9343
Barcelona,Warsaw,1828
Barcelona,Wellington,10813
Barcelona,Zrich,792
Beijing,Aberdeen,7544
Beijing,Adelaide,2033
Beijing,Algiers,9150
Beijing,Amsterdam,7875
Beijing,Ankara,6885
Beijing,Asuncin,5651
Beijing,Athens,7673
Beijing,Auckland,5018
Beijing,Bangkok,3295
Beijing,Barcelona,8790
Beijing,Beijing,0
Beijing,Belm,8042
Beijing,Belfast,7669
Beijing,Belgrade,7457
Beijing,Berlin,7401
Beijing,Birmingham,8024
Beijing,Bogot,5759
Beijing,Bombay,4758
Beijing,Bordeaux,8687
Beijing,Bremen,7579
Beijing,Brisbane,3709
Beijing,Bristol,8057
Beijing,Brussels,8015
Beijing,Bucharest,7043
Beijing,Budapest,7340
Beijing,Buenos Aires,5099
Beijing,Cairo,7538
Beijing,Calcutta,3262
Beijing,Canton,1786
Beijing,Cape Town,8317
Beijing,Caracas,5820
Beijing,Cayenne,7482
Beijing,Chihuahua,1532
Beijing,Chongqing,1441
Beijing,Copenhagen,7253
Beijing,Crdoba,4747
Beijing,Dakar,9740
Beijing,Darwin,3340
Beijing,Djibouti,7753
Beijing,Dublin,7721
Beijing,Durban,7634
Beijing,Edinburgh,7704
Beijing,Frankfurt,7776
Beijing,Georgetown,6843
Beijing,Glasgow,7658
Beijing,Guatemala City,3772
Beijing,Guayaquil,5572
Beijing,Hamburg,7500
Beijing,Hammerfest,6012
Beijing,Havana,3633
Beijing,Helsinki,6345
Beijing,Hobart,2601
Beijing,Hong Kong,1939
Beijing,Iquique,4832
Beijing,Irkutsk,1691
Beijing,Jakarta,3839
Beijing,Johannesburg,8024
Beijing,Kingston,4532
Beijing,Kinshasa,10654
Beijing,Kuala Lumpur,4246
Beijing,La Paz,5300
Beijing,Leeds,7946
Beijing,Lima,4903
Beijing,Lisbon,8556
Beijing,Liverpool,7877
Beijing,London,8148
Beijing,Lyons,8375
Beijing,Madrid,8833
Beijing,Manchester,7916
Beijing,Manila,2833
Beijing,Marseilles,8502
Beijing,Mazatln,2055
Beijing,Mecca,7418
Beijing,Melbourne,2465
Beijing,Mexico City,2757
Beijing,Milan,8117
Beijing,Montevideo,5268
Beijing,Moscow,5838
Beijing,Munich,7739
Beijing,Nagasaki,1430
Beijing,Nagoya,1834
Beijing,Nairobi,9037
Beijing,Nanjing (Nanking),831
Beijing,Naples,8128
Beijing,New Delhi,3783
Beijing,Newcastle-on-Tyne,7858
Beijing,Odessa,6675
Beijing,Osaka,1786
Beijing,Oslo,7087
Beijing,Panama City,5027
Beijing,Paramaribo,7165
Beijing,Paris,8276
Beijing,Perth,889
Beijing,Plymouth,8020
Beijing,Port Moresby,4595
Beijing,Prague,7458
Beijing,Rangoon,3226
Beijing,Reykjavk,6319
Beijing,Rio de Janeiro,7026
Beijing,Rome,8180
Beijing,Salvador,8098
Beijing,Santiago,4112
Beijing,St. Petersburg,6098
Beijing,So Paulo,6709
Beijing,Shanghai,1044
Beijing,Singapore,4460
Beijing,Sofia,7392
Beijing,Stockholm,6729
Beijing,Sydney,3135
Beijing,Tananarive,6925
Beijing,Teheran,5609
Beijing,Tokyo,2092
Beijing,Tripoli,8756
Beijing,Venice,7928
Beijing,Veracruz,2982
Beijing,Vienna,7493
Beijing,Vladivostok,1370
Beijing,Warsaw,6966
Beijing,Wellington,4841
Beijing,Zrich,8026
Belm,Aberdeen,7441
Belm,Adelaide,9933
Belm,Algiers,6075
Belm,Amsterdam,6962
Belm,Ankara,4544
Belm,Asuncin,2828
Belm,Athens,4770
Belm,Auckland,13058
Belm,Bangkok,5878
Belm,Barcelona,6352
Belm,Beijing,8042
Belm,Belm,0
Belm,Belfast,7062
Belm,Belgrade,5539
Belm,Berlin,6536
Belm,Birmingham,7125
Belm,Bogot,2891
Belm,Bombay,3290
Belm,Bordeaux,6723
Belm,Bremen,6855
Belm,Brisbane,11468
Belm,Bristol,7017
Belm,Brussels,6861
Belm,Bucharest,5230
Belm,Budapest,5822
Belm,Buenos Aires,3819
Belm,Cairo,3686
Belm,Calcutta,4910
Belm,Canton,7400
Belm,Cape Town,4762
Belm,Caracas,2316
Belm,Cayenne,560
Belm,Chihuahua,6861
Belm,Chongqing,6878
Belm,Copenhagen,6832
Belm,Crdoba,3727
Belm,Dakar,3706
Belm,Darwin,9132
Belm,Djibouti,1242
Belm,Dublin,6948
Belm,Durban,3660
Belm,Edinburgh,7267
Belm,Frankfurt,6648
Belm,Georgetown,1235
Belm,Glasgow,7212
Belm,Guatemala City,4840
Belm,Guayaquil,3476
Belm,Hamburg,6760
Belm,Hammerfest,7895
Belm,Havana,4429
Belm,Helsinki,6838
Belm,Hobart,10638
Belm,Hong Kong,7471
Belm,Iquique,3211
Belm,Irkutsk,7658
Belm,Jakarta,6476
Belm,Johannesburg,3486
Belm,Kingston,3575
Belm,Kinshasa,3692
Belm,Kuala Lumpur,5907
Belm,La Paz,2746
Belm,Leeds,7217
Belm,Lima,3403
Belm,Lisbon,5684
Belm,Liverpool,7113
Belm,London,7124
Belm,Lyons,6507
Belm,Madrid,6258
Belm,Manchester,7162
Belm,Manila,8064
Belm,Marseilles,6316
Belm,Mazatln,6697
Belm,Mecca,2422
Belm,Melbourne,10475
Belm,Mexico City,5939
Belm,Milan,6211
Belm,Montevideo,3785
Belm,Moscow,6103
Belm,Munich,6349
Belm,Nagasaki,9113
Belm,Nagoya,9768
Belm,Nairobi,1305
Belm,Nanjing (Nanking),8082
Belm,Naples,5552
Belm,New Delhi,4293
Belm,Newcastle-on-Tyne,7288
Belm,Odessa,5294
Belm,Osaka,9652
Belm,Oslo,7253
Belm,Panama City,3529
Belm,Paramaribo,891
Belm,Paris,6844
Belm,Perth,7788
Belm,Plymouth,6827
Belm,Port Moresby,11027
Belm,Prague,6341
Belm,Rangoon,5488
Belm,Reykjavk,7343
Belm,Rio de Janeiro,2432
Belm,Rome,5746
Belm,Salvador,1671
Belm,Santiago,4242
Belm,St. Petersburg,6666
Belm,So Paulo,2458
Belm,Shanghai,8318
Belm,Singapore,6143
Belm,Sofia,5211
Belm,Stockholm,6941
Belm,Sydney,11095
Belm,Tananarive,1917
Belm,Teheran,3813
Belm,Tokyo,10030
Belm,Tripoli,5060
Belm,Venice,6030
Belm,Veracruz,5568
Belm,Vienna,6051
Belm,Vladivostok,9399
Belm,Warsaw,6198
Belm,Wellington,12836
Belm,Zrich,6397
Belfast,Aberdeen,425
Belfast,Adelaide,9145
Belfast,Algiers,1996
Belfast,Amsterdam,248
Belfast,Ankara,2601
Belfast,Asuncin,5319
Belfast,Athens,2307
Belfast,Auckland,9852
Belfast,Bangkok,9098
Belfast,Barcelona,1474
Belfast,Beijing,7669
Belfast,Belm,7062
Belfast,Belfast,0
Belfast,Belgrade,1523
Belfast,Berlin,559
Belfast,Birmingham,355
Belfast,Bogot,8244
Belfast,Bombay,6813
Belfast,Bordeaux,1160
Belfast,Bremen,214
Belfast,Brisbane,10438
Belfast,Bristol,405
Belfast,Brussels,437
Belfast,Bucharest,1889
Belfast,Budapest,1251
Belfast,Buenos Aires,4601
Belfast,Cairo,3377
Belfast,Calcutta,7540
Belfast,Canton,8948
Belfast,Cape Town,2518
Belfast,Caracas,7264
Belfast,Cayenne,6944
Belfast,Chihuahua,8140
Belfast,Chongqing,8033
Belfast,Copenhagen,448
Belfast,Crdoba,5227
Belfast,Dakar,4559
Belfast,Darwin,10987
Belfast,Djibouti,5819
Belfast,Dublin,135
Belfast,Durban,3410
Belfast,Edinburgh,204
Belfast,Frankfurt,451
Belfast,Georgetown,7083
Belfast,Glasgow,154
Belfast,Guatemala City,8375
Belfast,Guayaquil,8788
Belfast,Hamburg,325
Belfast,Hammerfest,1985
Belfast,Havana,7027
Belfast,Helsinki,1325
Belfast,Hobart,8642
Belfast,Hong Kong,9141
Belfast,Iquique,6602
Belfast,Irkutsk,5990
Belfast,Jakarta,10150
Belfast,Johannesburg,3655
Belfast,Kingston,7196
Belfast,Kinshasa,5648
Belfast,Kuala Lumpur,10042
Belfast,La Paz,6784
Belfast,Leeds,297
Belfast,Lima,7739
Belfast,Lisbon,1801
Belfast,Liverpool,209
Belfast,London,479
Belfast,Lyons,994
Belfast,Madrid,1577
Belfast,Manchester,253
Belfast,Manila,10244
Belfast,Marseilles,1242
Belfast,Mazatln,8595
Belfast,Mecca,4645
Belfast,Melbourne,9077
Belfast,Mexico City,8539
Belfast,Milan,1042
Belfast,Montevideo,4450
Belfast,Moscow,2018
Belfast,Munich,736
Belfast,Nagasaki,8973
Belfast,Nagoya,8958
Belfast,Nairobi,6545
Belfast,Nanjing (Nanking),8449
Belfast,Naples,1669
Belfast,New Delhi,6311
Belfast,Newcastle-on-Tyne,271
Belfast,Odessa,1970
Belfast,Osaka,9043
Belfast,Oslo,648
Belfast,Panama City,8183
Belfast,Paramaribo,7011
Belfast,Paris,694
Belfast,Perth,8357
Belfast,Plymouth,463
Belfast,Port Moresby,12109
Belfast,Prague,729
Belfast,Rangoon,8551
Belfast,Reykjavk,1429
Belfast,Rio de Janeiro,4715
Belfast,Rome,1509
Belfast,Salvador,5455
Belfast,Santiago,5477
Belfast,St. Petersburg,1588
Belfast,So Paulo,4822
Belfast,Shanghai,8702
Belfast,Singapore,10420
Belfast,Sofia,1852
Belfast,Stockholm,939
Belfast,Sydney,9645
Belfast,Tananarive,5330
Belfast,Teheran,4081
Belfast,Tokyo,9102
Belfast,Tripoli,2496
Belfast,Venice,1118
Belfast,Veracruz,8326
Belfast,Vienna,1012
Belfast,Vladivostok,8048
Belfast,Warsaw,1054
Belfast,Wellington,9339
Belfast,Zrich,819
Belgrade,Aberdeen,1908
Belgrade,Adelaide,9231
Belgrade,Algiers,1709
Belgrade,Amsterdam,1441
Belgrade,Ankara,1149
Belgrade,Asuncin,3960
Belgrade,Athens,814
Belgrade,Auckland,10634
Belgrade,Bangkok,8174
Belgrade,Barcelona,1462
Belgrade,Beijing,7457
Belgrade,Belm,5539
Belgrade,Belfast,1523
Belgrade,Belgrade,0
Belgrade,Berlin,1009
Belgrade,Birmingham,1623
Belgrade,Bogot,6872
Belgrade,Bombay,5567
Belgrade,Bordeaux,1582
Belgrade,Bremen,1316
Belgrade,Brisbane,10738
Belgrade,Bristol,1530
Belgrade,Brussels,1376
Belgrade,Bucharest,507
Belgrade,Budapest,315
Belgrade,Buenos Aires,3410
Belgrade,Cairo,1856
Belgrade,Calcutta,6565
Belgrade,Canton,8400
Belgrade,Cape Town,1233
Belgrade,Caracas,5870
Belgrade,Cayenne,5426
Belgrade,Chihuahua,7558
Belgrade,Chongqing,7469
Belgrade,Copenhagen,1335
Belgrade,Crdoba,4056
Belgrade,Dakar,3361
Belgrade,Darwin,10590
Belgrade,Djibouti,4296
Belgrade,Dublin,1411
Belgrade,Durban,1893
Belgrade,Edinburgh,1727
Belgrade,Frankfurt,1124
Belgrade,Georgetown,5596
Belgrade,Glasgow,1673
Belgrade,Guatemala City,7313
Belgrade,Guayaquil,7454
Belgrade,Hamburg,1224
Belgrade,Hammerfest,2880
Belgrade,Havana,5986
Belgrade,Helsinki,1760
Belgrade,Hobart,8993
Belgrade,Hong Kong,8585
Belgrade,Iquique,5347
Belgrade,Irkutsk,5897
Belgrade,Jakarta,9223
Belgrade,Johannesburg,2170
Belgrade,Kingston,5984
Belgrade,Kinshasa,4513
Belgrade,Kuala Lumpur,9006
Belgrade,La Paz,5454
Belgrade,Leeds,1697
Belgrade,Lima,6472
Belgrade,Lisbon,1098
Belgrade,Liverpool,1588
Belgrade,London,1652
Belgrade,Lyons,1246
Belgrade,Madrid,1463
Belgrade,Manchester,1640
Belgrade,Manila,9683
Belgrade,Marseilles,1219
Belgrade,Mazatln,7919
Belgrade,Mecca,3123
Belgrade,Melbourne,9318
Belgrade,Mexico City,7693
Belgrade,Milan,887
Belgrade,Montevideo,3233
Belgrade,Moscow,1712
Belgrade,Munich,832
Belgrade,Nagasaki,8865
Belgrade,Nagoya,9027
Belgrade,Nairobi,5069
Belgrade,Nanjing (Nanking),8142
Belgrade,Naples,674
Belgrade,New Delhi,5273
Belgrade,Newcastle-on-Tyne,1756
Belgrade,Odessa,816
Belgrade,Osaka,9069
Belgrade,Oslo,1800
Belgrade,Panama City,6906
Belgrade,Paramaribo,5506
Belgrade,Paris,1451
Belgrade,Perth,7985
Belgrade,Plymouth,1346
Belgrade,Port Moresby,12052
Belgrade,Prague,805
Belgrade,Rangoon,7605
Belgrade,Reykjavk,2211
Belgrade,Rio de Janeiro,3205
Belgrade,Rome,732
Belgrade,Salvador,3942
Belgrade,Santiago,4439
Belgrade,St. Petersburg,1798
Belgrade,So Paulo,3335
Belgrade,Shanghai,8423
Belgrade,Singapore,9382
Belgrade,Sofia,331
Belgrade,Stockholm,1634
Belgrade,Sydney,9964
Belgrade,Tananarive,3827
Belgrade,Teheran,2816
Belgrade,Tokyo,9220
Belgrade,Tripoli,1467
Belgrade,Venice,644
Belgrade,Veracruz,7420
Belgrade,Vienna,511
Belgrade,Vladivostok,8154
Belgrade,Warsaw,848
Belgrade,Wellington,10144
Belgrade,Zrich,975
Berlin,Aberdeen,904
Berlin,Adelaide,8990
Berlin,Algiers,1931
Berlin,Amsterdam,593
Berlin,Ankara,2046
Berlin,Asuncin,4761
Berlin,Athens,1818
Berlin,Auckland,9971
Berlin,Bangkok,8629
Berlin,Barcelona,1458
Berlin,Beijing,7401
Berlin,Belm,6536
Berlin,Belfast,559
Berlin,Belgrade,1009
Berlin,Berlin,0
Berlin,Birmingham,795
Berlin,Bogot,7687
Berlin,Bombay,6271
Berlin,Bordeaux,1286
Berlin,Bremen,345
Berlin,Brisbane,10370
Berlin,Bristol,757
Berlin,Brussels,656
Berlin,Bucharest,1334
Berlin,Budapest,713
Berlin,Buenos Aires,4060
Berlin,Cairo,2862
Berlin,Calcutta,7053
Berlin,Canton,8582
Berlin,Cape Town,2122
Berlin,Caracas,6706
Berlin,Cayenne,6402
Berlin,Chihuahua,7760
Berlin,Chongqing,7658
Berlin,Copenhagen,349
Berlin,Crdoba,4692
Berlin,Dakar,4229
Berlin,Darwin,10680
Berlin,Djibouti,5294
Berlin,Dublin,488
Berlin,Durban,2901
Berlin,Edinburgh,755
Berlin,Frankfurt,379
Berlin,Georgetown,6528
Berlin,Glasgow,693
Berlin,Guatemala City,7871
Berlin,Guayaquil,8235
Berlin,Hamburg,234
Berlin,Hammerfest,2075
Berlin,Havana,6523
Berlin,Helsinki,1128
Berlin,Hobart,8581
Berlin,Hong Kong,8774
Berlin,Iquique,6058
Berlin,Irkutsk,5748
Berlin,Jakarta,9684
Berlin,Johannesburg,3175
Berlin,Kingston,6660
Berlin,Kinshasa,5353
Berlin,Kuala Lumpur,9548
Berlin,La Paz,6231
Berlin,Leeds,811
Berlin,Lima,7195
Berlin,Lisbon,1562
Berlin,Liverpool,696
Berlin,London,882
Berlin,Lyons,993
Berlin,Madrid,1534
Berlin,Manchester,753
Berlin,Manila,9881
Berlin,Marseilles,1175
Berlin,Mazatln,8191
Berlin,Mecca,4115
Berlin,Melbourne,8978
Berlin,Mexico City,8088
Berlin,Milan,838
Berlin,Montevideo,3906
Berlin,Moscow,1610
Berlin,Munich,411
Berlin,Nagasaki,8749
Berlin,Nagoya,8796
Berlin,Nairobi,6075
Berlin,Nanjing (Nanking),8155
Berlin,Naples,1313
Berlin,New Delhi,5805
Berlin,Newcastle-on-Tyne,825
Berlin,Odessa,1413
Berlin,Osaka,8866
Berlin,Oslo,827
Berlin,Panama City,7638
Berlin,Paramaribo,6461
Berlin,Paris,889
Berlin,Perth,8042
Berlin,Plymouth,649
Berlin,Port Moresby,11923
Berlin,Prague,212
Berlin,Rangoon,8074
Berlin,Reykjavk,1427
Berlin,Rio de Janeiro,4169
Berlin,Rome,1198
Berlin,Salvador,4950
Berlin,Santiago,4967
Berlin,St. Petersburg,1321
Berlin,So Paulo,4269
Berlin,Shanghai,8419
Berlin,Singapore,9927
Berlin,Sofia,1329
Berlin,Stockholm,826
Berlin,Sydney,9579
Berlin,Tananarive,4781
Berlin,Teheran,3529
Berlin,Tokyo,8958
Berlin,Tripoli,2193
Berlin,Venice,786
Berlin,Veracruz,7859
Berlin,Vienna,507
Berlin,Vladivostok,7892
Berlin,Warsaw,527
Berlin,Wellington,9465
Berlin,Zrich,667
Birmingham,Aberdeen,634
Birmingham,Adelaide,9492
Birmingham,Algiers,1755
Birmingham,Amsterdam,202
Birmingham,Ankara,2752
Birmingham,Asuncin,5523
Birmingham,Athens,2355
Birmingham,Auckland,10120
Birmingham,Bangkok,9412
Birmingham,Barcelona,1229
Birmingham,Beijing,8024
Birmingham,Belm,7125
Birmingham,Belfast,355
Birmingham,Belgrade,1623
Birmingham,Berlin,795
Birmingham,Birmingham,0
Birmingham,Bogot,8449
Birmingham,Bombay,7058
Birmingham,Bordeaux,866
Birmingham,Bremen,485
Birmingham,Brisbane,10767
Birmingham,Bristol,121
Birmingham,Brussels,267
Birmingham,Bucharest,2049
Birmingham,Budapest,1396
Birmingham,Buenos Aires,4850
Birmingham,Cairo,3442
Birmingham,Calcutta,7843
Birmingham,Canton,9296
Birmingham,Cape Town,2470
Birmingham,Caracas,7458
Birmingham,Cayenne,7040
Birmingham,Chihuahua,8484
Birmingham,Chongqing,8379
Birmingham,Copenhagen,788
Birmingham,Crdoba,5484
Birmingham,Dakar,4434
Birmingham,Darwin,11342
Birmingham,Djibouti,5885
Birmingham,Dublin,327
Birmingham,Durban,3465
Birmingham,Edinburgh,380
Birmingham,Frankfurt,505
Birmingham,Georgetown,7220
Birmingham,Glasgow,399
Birmingham,Guatemala City,8665
Birmingham,Guayaquil,9009
Birmingham,Hamburg,593
Birmingham,Hammerfest,2298
Birmingham,Havana,7317
Birmingham,Helsinki,1680
Birmingham,Hobart,8971
Birmingham,Hong Kong,9489
Birmingham,Iquique,6844
Birmingham,Irkutsk,6345
Birmingham,Jakarta,10466
Birmingham,Johannesburg,3671
Birmingham,Kingston,7451
Birmingham,Kinshasa,5490
Birmingham,Kuala Lumpur,10340
Birmingham,La Paz,7003
Birmingham,Leeds,134
Birmingham,Lima,7980
Birmingham,Lisbon,1665
Birmingham,Liverpool,147
Birmingham,London,126
Birmingham,Lyons,786
Birmingham,Madrid,1340
Birmingham,Manchester,123
Birmingham,Manila,10592
Birmingham,Marseilles,1042
Birmingham,Mazatln,8934
Birmingham,Mecca,4726
Birmingham,Melbourne,9415
Birmingham,Mexico City,8861
Birmingham,Milan,952
Birmingham,Montevideo,4693
Birmingham,Moscow,2348
Birmingham,Munich,790
Birmingham,Nagasaki,9327
Birmingham,Nagoya,9306
Birmingham,Nairobi,6533
Birmingham,Nanjing (Nanking),8804
Birmingham,Naples,1620
Birmingham,New Delhi,6599
Birmingham,Newcastle-on-Tyne,259
Birmingham,Odessa,2185
Birmingham,Osaka,9394
Birmingham,Oslo,982
Birmingham,Panama City,8422
Birmingham,Paramaribo,7127
Birmingham,Paris,421
Birmingham,Perth,8711
Birmingham,Plymouth,302
Birmingham,Port Moresby,12458
Birmingham,Prague,902
Birmingham,Rangoon,8860
Birmingham,Reykjavk,1771
Birmingham,Rio de Janeiro,4827
Birmingham,Rome,1439
Birmingham,Salvador,5491
Birmingham,Santiago,5762
Birmingham,St. Petersburg,1941
Birmingham,So Paulo,4958
Birmingham,Shanghai,9058
Birmingham,Singapore,10719
Birmingham,Sofia,1953
Birmingham,Stockholm,1295
Birmingham,Sydney,9975
Birmingham,Tananarive,5450
Birmingham,Teheran,4309
Birmingham,Tokyo,9447
Birmingham,Tripoli,2378
Birmingham,Venice,1099
Birmingham,Veracruz,8641
Birmingham,Vienna,1135
Birmingham,Vladivostok,8396
Birmingham,Warsaw,1321
Birmingham,Wellington,9604
Birmingham,Zrich,741
Bogot,Aberdeen,8501
Bogot,Adelaide,7385
Bogot,Algiers,8041
Bogot,Amsterdam,8250
Bogot,Ankara,5723
Bogot,Asuncin,2926
Bogot,Athens,6325
Bogot,Auckland,10635
Bogot,Bangkok,3043
Bogot,Barcelona,8128
Bogot,Beijing,5759
Bogot,Belm,2891
Bogot,Belfast,8244
Bogot,Belgrade,6872
Bogot,Berlin,7687
Bogot,Birmingham,8449
Bogot,Bogot,0
Bogot,Bombay,1642
Bogot,Bordeaux,8392
Bogot,Bremen,8032
Bogot,Brisbane,8765
Bogot,Bristol,8374
Bogot,Brussels,8227
Bogot,Bucharest,6406
Bogot,Budapest,7057
Bogot,Buenos Aires,3721
Bogot,Cairo,5340
Bogot,Calcutta,2513
Bogot,Canton,4701
Bogot,Cape Town,6618
Bogot,Caracas,1013
Bogot,Cayenne,2435
Bogot,Chihuahua,4337
Bogot,Chongqing,4390
Bogot,Copenhagen,7868
Bogot,Crdoba,3176
Bogot,Dakar,6323
Bogot,Darwin,6253
Bogot,Djibouti,3483
Bogot,Dublin,8172
Bogot,Durban,5370
Bogot,Edinburgh,8428
Bogot,Frankfurt,7947
Bogot,Georgetown,1786
Bogot,Glasgow,8363
Bogot,Guatemala City,2093
Bogot,Guayaquil,649
Bogot,Hamburg,7919
Bogot,Hammerfest,8181
Bogot,Havana,2332
Bogot,Helsinki,7452
Bogot,Hobart,8296
Bogot,Hong Kong,4736
Bogot,Iquique,1793
Bogot,Irkutsk,6007
Bogot,Jakarta,3585
Bogot,Johannesburg,5432
Bogot,Kingston,1497
Bogot,Kinshasa,6538
